,Track,Artist,Year,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,Duration_min,Popularity_bin,Decade,Cluster
10615,Phantom of the Opera Song,Me First and the Gimme Gimmes,1999,4,0.456,0.807,2,-6.709,0,0.045,0.00127,0.000296,0.363,0.513,92.706,32,Punk,1.7522166666666668,Medium,1990,3
10616,Rocket Man,Me First and the Gimme Gimmes,1999,4,0.51,0.844,11,-6.444,1,0.0567,0.000168,0.000449,0.137,0.432,104.966,43,Punk,3.2537666666666665,Medium,1990,3
10617,San Francisco,Me First and the Gimme Gimmes,1999,4,0.39,0.948,9,-3.755,1,0.0852,5.94e-05,0.000364,0.215,0.449,88.263,24,Punk,1.7993333333333332,Low,1990,3
10618,The Longest Time,Me First and the Gimme Gimmes,1999,4,0.428,0.941,2,-6.032,1,0.0636,0.00169,0.0,0.961,0.485,109.269,31,Punk,2.502883333333333,Medium,1990,3
10619,Boris,Melvins,1991,4,0.493,0.257,11,-16.899,0,0.0336,0.252,0.00168,0.106,0.123,126.556,30,Punk,8.575083333333334,Medium,1990,2
10620,Anaconda,Melvins,1993,4,0.366,0.538,11,-14.927,0,0.0389,7.37e-05,0.303,0.0915,0.478,136.418,26,Punk,2.3893333333333335,Low,1990,3
10621,Edgar the Elephant - Acoustic,Melvins,1993,4,0.537,0.576,5,-8.931,0,0.0391,0.143,0.145,0.15,0.466,110.765,6,Punk,3.5117666666666665,Low,1990,0
10622,Honey Bucket,Melvins,1993,4,0.414,0.892,2,-10.722,1,0.0523,5.31e-06,0.346,0.345,0.594,88.064,51,Punk,3.0191,High,1990,3
10623,Hooch,Melvins,1993,4,0.679,0.682,7,-9.01,0,0.042,0.18,0.0539,0.159,0.469,104.238,42,Punk,2.818216666666667,Medium,1990,0
10624,Night Goat,Melvins,1993,4,0.462,0.884,10,-8.888,1,0.0364,0.00327,0.735,0.125,0.247,141.197,42,Punk,4.684433333333334,Medium,1990,3
10625,Oven,Melvins,1993,4,0.492,0.368,5,-16.05,1,0.0796,0.00127,0.00221,0.354,0.442,164.393,21,Punk,1.4766666666666666,Low,1990,2
10626,Revolve,Melvins,1993,4,0.448,0.796,2,-7.896,1,0.0283,0.000274,0.443,0.171,0.565,97.178,49,Punk,4.748433333333334,High,1990,3
10627,The Bit,Melvins,1993,3,0.379,0.814,2,-7.168,1,0.0468,0.00159,0.0242,0.249,0.22,117.398,32,Punk,4.726666666666667,Medium,1990,3
10628,12XU,Minor Threat,1981,4,0.354,0.924,4,-8.342,0,0.0904,0.00019,0.855,0.0887,0.802,181.885,50,Punk,1.078,High,1980,3
10629,Betray,Minor Threat,1981,4,0.28,0.964,9,-6.235,1,0.0562,0.000138,0.373,0.077,0.564,162.632,44,Punk,3.076433333333333,Medium,1980,3
10630,Filler,Minor Threat,1981,4,0.171,0.977,1,-6.716,0,0.101,0.000181,0.00405,0.0636,0.571,184.916,47,Punk,1.5448833333333334,High,1980,3
10631,Guilty Of Being White,Minor Threat,1981,4,0.338,0.98,2,-5.693,1,0.0677,0.155,2.59e-06,0.257,0.35,92.894,41,Punk,1.2864333333333333,Medium,1980,3
10632,In My Eyes,Minor Threat,1981,4,0.276,0.959,7,-5.86,1,0.143,0.0343,0.0094,0.0554,0.449,161.114,44,Punk,2.822,Medium,1980,3
10633,Little Friend,Minor Threat,1981,4,0.263,0.917,10,-7.244,0,0.109,4.07e-05,0.615,0.318,0.641,151.589,30,Punk,2.3017666666666665,Medium,1980,3
10634,Minor Threat,Minor Threat,1981,4,0.272,0.909,2,-7.476,1,0.0529,0.00145,0.00221,0.207,0.947,166.453,58,Punk,1.486,High,1980,3
10635,Out Of Step,Minor Threat,1981,4,0.398,0.951,0,-7.294,1,0.379,0.0173,0.00157,0.823,0.693,170.449,44,Punk,1.3464333333333334,Medium,1980,1
10636,Seeing Red,Minor Threat,1981,4,0.319,0.836,2,-6.999,1,0.137,0.00787,0.00805,0.527,0.643,168.764,49,Punk,1.0502166666666666,High,1980,3
10637,Straight Edge,Minor Threat,1981,4,0.258,0.96,5,-6.44,1,0.0602,0.000658,0.0192,0.339,0.789,188.899,52,Punk,0.7526666666666667,High,1980,3
10638,#1 Hit Song,Minutemen,1983,4,0.576,0.82,4,-9.387,1,0.113,0.0144,0.739,0.2,0.445,91.208,37,Punk,1.8177666666666668,Medium,1980,3
10639,Bob Dylan Wrote Propaganda Songs,Minutemen,1983,4,0.446,0.978,4,-7.804,0,0.0751,2.99e-05,0.865,0.0996,0.328,145.429,24,Punk,1.4911,Low,1980,3
10640,Cohesion,Minutemen,1983,4,0.387,0.196,7,-22.884,1,0.0414,0.931,0.874,0.11,0.372,95.946,37,Punk,1.9488833333333333,Medium,1980,2
10641,Corona,Minutemen,1983,4,0.47,0.913,7,-10.196,1,0.0343,6.59e-05,0.267,0.222,0.977,130.425,49,Punk,2.42555,High,1980,0
10642,King of the Hill,Minutemen,1983,4,0.416,0.799,2,-10.482,1,0.0931,0.045,0.01,0.229,0.627,178.459,15,Punk,3.4548833333333335,Low,1980,3
10643,Maybe Partying Will Help,Minutemen,1983,4,0.59,0.833,9,-9.976,1,0.0983,0.0145,0.527,0.0613,0.574,134.864,35,Punk,1.9404333333333332,Medium,1980,3
10644,Political Song for Michael Jackson to Sing,Minutemen,1983,4,0.538,0.895,1,-8.629,1,0.161,0.171,0.000601,0.115,0.74,171.858,27,Punk,1.5188833333333334,Low,1980,3
10645,The Glory of Man,Minutemen,1983,4,0.541,0.736,4,-11.999,1,0.191,0.000483,0.767,0.0963,0.931,172.687,34,Punk,2.9593333333333334,Medium,1980,0
10646,This Ain't No Picnic,Minutemen,1983,4,0.446,0.847,4,-9.58,0,0.22,0.00387,0.0,0.153,0.586,155.748,28,Punk,1.9622166666666667,Low,1980,3
10647,Viet Nam,Minutemen,1983,4,0.716,0.877,2,-9.299,1,0.281,0.0128,0.000918,0.114,0.956,160.513,44,Punk,1.4944333333333333,Medium,1980,1
10648,Halloween,Misfits,1981,4,0.381,0.938,0,-9.008,1,0.0757,0.0172,0.0,0.271,0.0954,108.735,46,Punk,1.8737666666666666,High,1980,3
10649,London Dungeon,Misfits,1981,4,0.344,0.912,0,-11.219,1,0.164,0.109,0.0973,0.19,0.273,170.842,53,Punk,2.5733333333333333,High,1980,3
10650,Night Of The Living Dead,Misfits,1981,4,0.367,0.918,5,-12.97,1,0.0463,0.0339,0.126,0.123,0.195,108.663,34,Punk,1.9633333333333334,Medium,1980,3
10651,Teenagers From Mars,Misfits,1981,4,0.347,0.945,4,-9.165,1,0.0469,0.274,0.648,0.168,0.462,164.606,40,Punk,2.8451,Medium,1980,3
10652,Jet Boy,New York Dolls,1973,4,0.227,0.825,9,-8.903,0,0.0674,0.00584,0.0,0.128,0.42,173.32,33,Punk,4.673333333333333,Medium,1970,3
10653,Looking For A Kiss,New York Dolls,1973,4,0.47,0.701,9,-12.691,1,0.0346,0.0017,0.0,0.324,0.818,140.968,39,Punk,3.3066666666666666,Medium,1970,0
10654,Personality Crisis,New York Dolls,1973,4,0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,49,Punk,3.6917666666666666,High,1970,3
10655,Stranded In The Jungle - Alternate Version,New York Dolls,1973,4,0.469,0.546,9,-9.277,1,0.0998,0.164,0.000566,0.0881,0.547,132.353,27,Punk,4.064433333333334,Low,1970,0
10656,Subway Train,New York Dolls,1973,4,0.337,0.708,2,-9.738,1,0.0329,0.00444,0.000184,0.163,0.664,125.163,29,Punk,4.3371,Medium,1970,3
10657,Trash,New York Dolls,1973,4,0.478,0.698,7,-9.255,1,0.0321,0.00114,0.0,0.191,0.85,112.99,44,Punk,3.1384333333333334,Medium,1970,0
10658,Dumb Reminders,No Use For A Name,1995,4,0.494,0.934,2,-4.785,1,0.0655,0.00285,1.78e-06,0.352,0.811,89.945,42,Punk,2.816666666666667,Medium,1990,3
10659,Exit,No Use For A Name,1995,4,0.395,0.992,4,-7.055,1,0.17,0.00025,7.99e-05,0.087,0.0889,96.085,27,Punk,3.6171,Low,1990,3
10660,For Fiona,No Use For A Name,1995,4,0.599,0.859,11,-6.489,1,0.0446,0.0156,0.0,0.221,0.749,92.993,38,Punk,2.6837666666666666,Medium,1990,0
10661,Justified Black Eye,No Use For A Name,1995,4,0.384,0.981,7,-5.971,1,0.099,0.000536,5.86e-05,0.0574,0.631,158.2,42,Punk,2.6488833333333335,Medium,1990,3
10662,Let Me Down,No Use For A Name,1995,4,0.503,0.834,2,-4.816,1,0.041,0.056,2.36e-06,0.331,0.587,100.453,33,Punk,2.9651,Medium,1990,3
10663,Not Your Savior,No Use For A Name,1995,4,0.185,0.9,0,-6.443,1,0.0637,7.82e-05,0.0,0.402,0.49,175.537,34,Punk,3.7444333333333333,Medium,1990,3
10664,On the Outside,No Use For A Name,1995,3,0.435,0.99,11,-5.756,0,0.0717,0.002,8.8e-05,0.216,0.319,108.113,35,Punk,2.8493333333333335,Medium,1990,3
10665,Soulmate,No Use For A Name,1995,4,0.397,0.978,8,-3.78,1,0.0986,0.00257,4.06e-05,0.354,0.382,101.275,17,Punk,3.5584333333333333,Low,1990,3
10666,The Feel Good Song of the Year,No Use For A Name,1995,4,0.53,0.993,11,-3.43,0,0.0704,0.000446,0.0,0.198,0.401,119.539,30,Punk,3.1544333333333334,Medium,1990,3
10667,Bob,NOFX,1994,4,0.571,0.854,0,-6.191,1,0.0694,0.0227,0.0,0.446,0.767,90.396,52,Punk,2.036,High,1990,0
10668,Don't Call Me White,NOFX,1994,4,0.396,0.953,4,-4.604,1,0.129,6.57e-05,8.87e-05,0.211,0.356,94.323,22,Punk,2.554666666666667,Low,1990,3
10669,Eat The Meek,NOFX,1994,4,0.701,0.676,5,-5.851,1,0.0519,0.00469,0.145,0.212,0.925,78.349,44,Punk,3.5277666666666665,Medium,1990,0
10670,Kill All the White Man,NOFX,1994,4,0.397,0.68,0,-7.511,1,0.102,0.000959,0.0,0.145,0.862,79.08,36,Punk,2.8044333333333333,Medium,1990,0
10671,Leave It Alone,NOFX,1994,4,0.36,0.856,5,-9.079,1,0.0449,0.000174,0.0152,0.396,0.469,99.059,51,Punk,2.0737666666666668,High,1990,3
10672,Linoleum,NOFX,1994,4,0.414,0.933,4,-8.699,1,0.0875,3.32e-05,0.000559,0.0702,0.436,98.375,59,Punk,2.1711,Very High,1990,3
10673,New Happy Birthday Song? - Live,NOFX,1994,4,0.498,0.755,0,-8.704,1,0.0664,0.0279,0.0,0.891,0.731,78.458,20,Punk,1.2451,Low,1990,3
10674,Punk Guy,NOFX,1994,3,0.352,0.871,0,-7.885,1,0.1,3.1e-05,0.000222,0.136,0.559,97.932,37,Punk,1.1493333333333333,Medium,1990,3
10675,Stickin In My Eye,NOFX,1994,4,0.299,0.97,9,-7.494,1,0.0799,0.0011,0.00752,0.0994,0.232,153.528,50,Punk,2.407766666666667,High,1990,3
10676,The Decline,NOFX,1999,4,0.299,0.954,9,-5.788,1,0.122,0.0101,0.0222,0.685,0.262,104.196,40,Punk,18.362883333333333,Medium,1990,3
10677,Bankshot - 2007 Remaster,Operation Ivy,2007,4,0.267,0.988,5,-4.193,1,0.0663,0.0165,0.959,0.346,0.964,174.022,39,Punk,1.5571,Medium,2000,3
10678,Bombshell - 2007 Remaster,Operation Ivy,2007,4,0.281,0.956,2,-3.565,1,0.151,0.0528,0.00502,0.323,0.837,174.459,44,Punk,1.06,Medium,2000,3
10679,Jaded - 2007 Remaster,Operation Ivy,2007,4,0.285,0.977,8,-3.69,1,0.109,0.0128,1.18e-06,0.712,0.599,172.213,41,Punk,1.8551,Medium,2000,3
10680,Knowledge - 2007 Remaster,Operation Ivy,2007,4,0.42,0.947,5,-4.269,1,0.119,0.262,6.52e-05,0.416,0.51,92.027,49,Punk,1.7017666666666666,High,2000,3
10681,One of These Days - 2007 Remaster,Operation Ivy,2007,4,0.571,0.953,2,-5.271,1,0.281,0.0979,1.33e-05,0.205,0.888,177.809,34,Punk,1.1222166666666666,Medium,2000,1
10682,Sound System - 2007 Remaster,Operation Ivy,2007,4,0.569,0.954,2,-4.82,1,0.126,0.35,0.000265,0.0768,0.574,91.205,54,Punk,2.2337666666666665,High,2000,0
10683,Take Warning - 2007 Remaster,Operation Ivy,2007,4,0.64,0.725,1,-4.821,0,0.0445,0.221,4.51e-05,0.106,0.682,85.151,43,Punk,2.736666666666667,Medium,2000,0
10684,The Crowd - 2007 Remaster,Operation Ivy,2007,4,0.281,0.967,9,-4.764,1,0.12,0.076,0.00085,0.379,0.555,188.487,43,Punk,2.1888833333333335,Medium,2000,3
10685,Unity - 2007 Remaster,Operation Ivy,2007,4,0.583,0.863,9,-4.083,1,0.0692,0.193,0.0102,0.0717,0.842,92.688,46,Punk,2.2304333333333335,High,2000,0
10686,Vulnerability - 2007 Remaster,Operation Ivy,2007,4,0.445,0.985,2,-3.599,1,0.107,0.154,0.000339,0.373,0.475,96.214,34,Punk,2.0073333333333334,Medium,2000,3
10687,Free Money,Patti Smith,1975,4,0.343,0.718,9,-7.632,0,0.0918,0.0585,3.49e-05,0.157,0.452,77.772,42,Punk,3.8673333333333333,Medium,1970,3
10688,Gloria: In Excelsis Deo,Patti Smith,1975,4,0.422,0.814,9,-7.365,1,0.195,0.118,5.3e-06,0.115,0.411,147.065,49,Punk,5.905333333333333,High,1970,3
10689,Land: Horses / Land of a Thousand Dances / La Mer(de),Patti Smith,1975,4,0.477,0.654,9,-10.408,1,0.324,0.121,0.000247,0.155,0.571,148.143,39,Punk,9.424216666666666,Medium,1970,1
10690,Redondo Beach,Patti Smith,1975,4,0.86,0.6,4,-9.103,1,0.121,0.229,1.4e-05,0.126,0.779,142.195,53,Punk,3.41955,High,1970,0
10691,Because the Night,Patti Smith,1978,4,0.466,0.763,11,-7.748,0,0.0391,0.0542,0.0,0.119,0.473,123.539,66,Punk,3.4133333333333336,Very High,1970,3
10692,Dancing Barefoot,Patti Smith,1978,4,0.492,0.639,2,-9.944,1,0.0319,0.235,0.0,0.0738,0.792,115.519,57,Punk,4.27555,High,1970,0
10693,Kimberly,Patti Smith,1978,4,0.687,0.555,11,-11.461,1,0.192,0.495,0.00748,0.0787,0.821,118.285,35,Punk,4.424433333333333,Medium,1970,0
10694,Birdland,Patti Smith,1988,3,0.396,0.31,4,-11.324,1,0.0329,0.622,1.79e-06,0.0853,0.225,133.862,33,Punk,9.22755,Medium,1980,2
10695,People Have the Power,Patti Smith,1988,4,0.622,0.737,2,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,47,Punk,5.173333333333333,High,1980,0
10696,Alien,Pennywise,1995,4,0.264,0.909,7,-5.917,0,0.0471,6.66e-05,0.382,0.416,0.745,156.48,41,Punk,4.118883333333334,Medium,1990,3
10697,Fuck Authority,Pennywise,1995,4,0.45,0.937,5,-2.819,0,0.0504,0.000887,0.00457,0.379,0.791,101.922,58,Punk,3.268666666666667,High,1990,3
10698,Let Us Hear Your Voice,Pennywise,1995,4,0.508,0.985,1,-3.721,1,0.0995,0.000112,0.204,0.0918,0.572,122.49,47,Punk,3.7344333333333335,High,1990,3
10699,Bro Hymn - 2005 Remaster,Pennywise,2005,4,0.364,0.933,7,-5.551,1,0.0739,0.000931,0.0314,0.862,0.46,94.335,41,Punk,5.17335,Medium,2000,3
10700,Peaceful Day - 2005 Remaster,Pennywise,2005,4,0.338,0.98,2,-3.463,0,0.142,0.00394,0.0,0.224,0.319,117.613,45,Punk,2.8651,High,2000,3
10701,Same Old Story - 2005 Remaster,Pennywise,2005,4,0.442,0.978,0,-3.653,1,0.128,0.0258,0.0,0.212,0.45,95.585,43,Punk,2.7157666666666667,Medium,2000,3
10702,Society - 2005 Remaster,Pennywise,2005,4,0.339,0.971,7,-5.007,1,0.0508,0.00132,6.93e-05,0.0735,0.699,89.774,44,Punk,3.4131,Medium,2000,3
10703,Bump And Grind,Plasmatics,1980,4,0.353,0.958,5,-5.938,0,0.08,0.00342,0.00211,0.26,0.109,141.76,7,Punk,4.4311,Low,1980,3
10704,Butcher Baby,Plasmatics,1980,4,0.259,0.938,1,-5.478,1,0.14,0.0312,0.000788,0.933,0.171,114.988,20,Punk,3.5377666666666667,Low,1980,3
10705,Fuck That Booty,Plasmatics,1980,4,0.327,0.878,4,-6.394,0,0.0601,3.16e-05,0.0252,0.0997,0.387,134.455,9,Punk,3.5488833333333334,Low,1980,3
10706,I Love Sex (And Rock And Roll),Plasmatics,1980,4,0.465,0.875,2,-6.32,1,0.0465,0.0593,0.0,0.181,0.197,97.93,10,Punk,3.800883333333333,Low,1980,3
10707,Masterplan,Plasmatics,1980,4,0.278,0.889,9,-3.337,0,0.0549,0.000845,0.763,0.122,0.437,96.78,17,Punk,3.1686666666666667,Low,1980,3
10708,Monkey Suit,Plasmatics,1980,4,0.27,0.927,11,-4.087,0,0.144,0.000478,2.29e-06,0.11,0.286,129.162,11,Punk,3.4651,Low,1980,3
10709,Party,Plasmatics,1980,4,0.359,0.922,9,-5.655,1,0.0961,0.000331,0.124,0.16,0.322,136.859,5,Punk,3.622,Low,1980,3
10710,The Humpty Song,Plasmatics,1980,4,0.793,0.708,10,-9.678,0,0.143,0.0181,5.28e-06,0.471,0.816,96.661,1,Punk,2.9548833333333335,Low,1980,0
10711,Thief In The Night,Plasmatics,1980,4,0.426,0.793,9,-5.984,1,0.0466,0.29,1.23e-06,0.599,0.517,97.384,9,Punk,3.7293333333333334,Low,1980,3
10712,Want You Baby,Plasmatics,1980,4,0.419,0.916,1,-4.945,1,0.0528,0.00048,0.0535,0.33,0.317,64.41,11,Punk,1.94355,Low,1980,3
10713,Careering,Public Image Ltd.,1980,4,0.592,0.434,11,-15.641,0,0.0307,0.00074,0.0152,0.15,0.55,131.022,16,Punk,4.581766666666667,Low,1980,0
10714,Flowers of Romance,Public Image Ltd.,1981,4,0.527,0.613,0,-15.362,1,0.0531,0.411,0.141,0.642,0.75,170.187,17,Punk,2.8633333333333333,Low,1980,2
10715,Religion II,Public Image Ltd.,1981,4,0.581,0.41,11,-10.965,0,0.0308,0.00689,0.00911,0.215,0.424,109.212,13,Punk,5.8611,Low,1980,0
10716,Memories,Public Image Ltd.,1982,4,0.374,0.614,0,-13.728,1,0.0769,6.16e-05,0.00103,0.187,0.605,141.102,18,Punk,5.1471,Low,1980,3
10717,This Is Not a Love Song,Public Image Ltd.,1983,4,0.612,0.782,9,-9.881,1,0.0482,0.167,0.079,0.201,0.667,126.945,31,Punk,4.204883333333333,Medium,1980,0
10718,Rise,Public Image Ltd.,1986,4,0.526,0.873,0,-5.28,1,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,40,Punk,6.306,Medium,1980,3
10719,Seattle,Public Image Ltd.,1986,4,0.493,0.746,2,-11.773,1,0.0367,0.043,0.0,0.381,0.775,93.96,36,Punk,3.67155,Medium,1980,0
10720,Swan Lake,Public Image Ltd.,1986,4,0.442,0.786,0,-12.117,1,0.0569,1.01e-05,0.503,0.104,0.723,122.249,21,Punk,4.220666666666666,Low,1980,3
10721,The Order of Death,Public Image Ltd.,1986,4,0.653,0.598,11,-12.919,0,0.0336,0.166,0.539,0.607,0.552,103.088,36,Punk,4.832883333333333,Medium,1980,0
10722,Public Image - Remastered 2011,Public Image Ltd.,2011,4,0.286,0.866,4,-6.552,1,0.0723,4.79e-05,2.94e-05,0.697,0.604,155.366,39,Punk,2.9788833333333335,Medium,2010,3
10723,Avenues & Alleyways,Rancid,1994,4,0.351,0.975,7,-5.109,1,0.148,0.00726,0.000113,0.238,0.174,164.46,37,Punk,3.2016333333333336,Medium,1990,3
10724,Journey to the End of the East Bay,Rancid,1994,4,0.489,0.931,0,-5.581,1,0.0895,0.014,0.000312,0.21,0.519,169.696,43,Punk,3.2026666666666666,Medium,1990,3
10725,Maxwell Murder,Rancid,1994,4,0.489,0.969,5,-5.501,1,0.0817,0.0851,0.0186,0.174,0.661,155.481,54,Punk,1.43105,High,1990,3
10726,Roots Radical,Rancid,1994,4,0.533,0.967,0,-4.754,1,0.119,0.0743,0.0,0.125,0.711,161.807,53,Punk,2.794216666666667,High,1990,3
10727,Ruby Soho,Rancid,1994,4,0.502,0.933,7,-6.024,1,0.0499,0.0119,0.00191,0.0835,0.939,161.875,60,Punk,2.6264333333333334,Very High,1990,0
10728,Time Bomb,Rancid,1995,4,0.635,0.967,9,-4.568,1,0.053,0.259,0.0,0.519,0.942,164.52,64,Punk,2.40975,Very High,1990,0
10729,Fall Back Down,Rancid,2003,4,0.525,0.989,4,-1.438,1,0.0527,0.00244,0.0,0.123,0.504,104.069,57,Punk,3.72045,High,2000,3
10730,Salvation,Rancid,2003,4,0.47,0.895,9,-8.083,1,0.0476,0.0039,5.45e-05,0.296,0.877,141.951,49,Punk,2.88505,High,2000,3
10731,The 11th Hour,Rancid,2003,4,0.432,0.946,5,-5.149,1,0.184,0.00973,1.35e-05,0.152,0.619,170.196,43,Punk,2.46495,Medium,2000,3
10732,Acid Rain,Reagan Youth,1982,4,0.328,0.936,11,-4.915,1,0.0699,0.000862,6.8e-06,0.278,0.292,149.574,22,Punk,1.9222166666666667,Low,1980,3
10733,"Back to the Garden,Pts,1-4",Reagan Youth,1982,4,0.26,0.428,7,-9.49,1,0.0365,0.00237,0.835,0.092,0.0537,121.143,11,Punk,4.123333333333333,Low,1980,3
10734,Degenerated,Reagan Youth,1982,4,0.344,0.877,7,-6.507,1,0.267,0.0926,3.18e-05,0.119,0.293,202.697,37,Punk,2.3666666666666667,Medium,1980,3
10735,Jesus Was a Communist,Reagan Youth,1982,4,0.411,0.763,0,-5.09,1,0.0356,0.000942,0.0326,0.285,0.382,87.476,19,Punk,1.7404333333333333,Low,1980,3
10736,No Class,Reagan Youth,1982,4,0.554,0.88,2,-5.271,1,0.177,0.133,2.33e-05,0.388,0.346,103.197,40,Punk,1.574,Medium,1980,3
10737,Reagan Youth,Reagan Youth,1982,4,0.366,0.905,2,-8.657,1,0.0636,0.00331,3.13e-05,0.386,0.848,164.831,34,Punk,1.2662166666666668,Medium,1980,3
10738,U.S.A.,Reagan Youth,1982,4,0.377,0.945,1,-5.843,0,0.0674,0.0239,0.109,0.314,0.324,173.206,27,Punk,1.3833333333333333,Low,1980,3
10739,Urban Savages,Reagan Youth,1982,4,0.26,0.791,1,-4.304,1,0.104,0.0512,0.0,0.244,0.444,76.661,17,Punk,1.3977666666666666,Low,1980,3
10740,Paper Wings,Rise Against,2004,4,0.556,0.93,3,-3.62,1,0.0538,0.000921,0.00514,0.108,0.514,100.143,47,Punk,3.7268833333333333,High,2000,3
10741,Swing Life Away,Rise Against,2004,3,0.477,0.426,6,-6.961,1,0.043,0.544,0.0,0.0903,0.789,184.866,57,Punk,3.334433333333333,High,2000,0
10742,Audience Of One,Rise Against,2006,4,0.393,0.93,1,-3.845,1,0.0431,0.000251,2.01e-05,0.253,0.611,161.839,52,Punk,4.091333333333333,High,2000,3
10743,Give It All,Rise Against,2006,4,0.582,0.942,2,-3.098,1,0.0637,0.000371,0.004,0.078,0.357,103.057,57,Punk,2.8482166666666666,High,2000,3
10744,Injection,Rise Against,2006,4,0.42,0.996,8,-2.961,0,0.0804,0.000229,0.00042,0.0897,0.433,105.686,50,Punk,3.3202166666666666,High,2000,3
10745,Prayer Of The Refugee,Rise Against,2006,4,0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,67,Punk,3.3231,Very High,2000,3
10746,Ready To Fall,Rise Against,2006,4,0.443,0.984,1,-3.794,0,0.077,0.000118,0.000593,0.0782,0.484,128.577,46,Punk,3.7951,High,2000,3
10747,The Good Left Undone,Rise Against,2006,5,0.179,0.979,1,-3.803,0,0.145,0.000212,1.72e-06,0.131,0.524,197.022,55,Punk,3.0242166666666668,High,2000,3
10748,Hero Of War,Rise Against,2008,4,0.636,0.417,4,-7.022,1,0.0292,0.543,0.0,0.0982,0.255,76.964,59,Punk,4.218,Very High,2000,2
10749,Savior,Rise Against,2008,4,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.545,62,Punk,4.038,Very High,2000,3
10751,Disconnect - Live,Rollins Band,1992,4,0.0684,0.998,2,-2.469,1,0.247,0.00957,0.922,0.887,0.0446,188.244,20,Punk,4.933333333333334,Low,1990,3
10752,Do It,Rollins Band,1992,4,0.289,0.972,9,-2.761,1,0.0634,4.05e-05,0.00569,0.256,0.551,171.696,19,Punk,2.7224333333333335,Low,1990,3
10753,Ghostrider,Rollins Band,1992,4,0.188,0.952,5,-6.489,0,0.102,0.00102,0.0516,0.0852,0.203,138.831,38,Punk,5.762216666666666,Medium,1990,3
10754,Grip,Rollins Band,1992,4,0.379,0.903,2,-9.153,1,0.0733,0.0033,0.00106,0.218,0.503,116.304,21,Punk,4.8373333333333335,Low,1990,3
10755,Liar - Live,Rollins Band,1992,4,0.183,0.966,9,-3.484,1,0.294,0.448,8.82e-05,0.325,0.144,78.037,33,Punk,8.098216666666668,Medium,1990,3
10756,Low Self Opinion,Rollins Band,1992,4,0.281,0.915,7,-9.57,1,0.0791,0.0134,0.00916,0.1,0.463,173.055,31,Punk,5.413766666666667,Medium,1990,3
10757,Starve,Rollins Band,1992,3,0.31,0.958,4,-3.992,1,0.132,0.000181,0.582,0.212,0.414,92.039,27,Punk,4.14555,Low,1990,3
10758,Tearing,Rollins Band,1992,4,0.307,0.923,9,-9.825,1,0.1,4.74e-05,0.386,0.297,0.463,164.224,20,Punk,4.9366666666666665,Low,1990,3
10759,What Have I Got,Rollins Band,1992,3,0.272,0.668,11,-12.092,0,0.0673,0.000762,0.0211,0.336,0.561,161.656,10,Punk,5.180666666666666,Low,1990,3
10760,Cool Kids,Screeching Weasel,2000,4,0.597,0.887,7,-6.584,1,0.0406,0.000742,0.0345,0.188,0.88,93.031,46,Punk,2.22155,High,2000,0
10761,Guest List,Screeching Weasel,2000,4,0.353,0.975,6,-3.212,0,0.053,0.00102,5.06e-06,0.308,0.703,104.891,30,Punk,2.4313333333333333,Medium,2000,3
10762,My Right,Screeching Weasel,2000,4,0.275,0.983,4,-5.066,1,0.128,0.000499,0.0837,0.306,0.43,136.509,32,Punk,2.9548833333333335,Medium,2000,3
10763,The Science of Myth,Screeching Weasel,2000,4,0.317,0.978,6,-3.462,0,0.114,0.0362,0.0,0.321,0.326,157.636,28,Punk,2.3848833333333332,Low,2000,3
10764,What We Hate,Screeching Weasel,2000,4,0.352,0.989,0,-3.017,1,0.084,0.136,2.01e-06,0.531,0.488,136.964,26,Punk,2.4377666666666666,Low,2000,3
10766,C'Mon Everybody - Remastered 2012,Sex Pistols,2012,4,0.465,0.708,3,-6.212,1,0.0323,0.233,0.0289,0.0893,0.786,85.239,10,Punk,1.9166666666666667,Low,2010,0
10767,Borstal Breakout,Sham 69,1977,4,0.244,0.903,11,-4.427,1,0.128,0.000102,0.0605,0.157,0.826,189.623,37,Punk,2.1942166666666667,Medium,1970,3
10768,Angels with Dirty Faces,Sham 69,1978,4,0.286,0.92,9,-6.79,0,0.0743,0.00235,0.65,0.298,0.578,89.413,17,Punk,2.5866666666666664,Low,1970,3
10769,Hurry Up Harry,Sham 69,1978,4,0.401,0.947,2,-4.567,1,0.0592,0.00305,0.332,0.0748,0.747,162.473,39,Punk,3.4286666666666665,Medium,1970,3
10770,If The Kids Are United,Sham 69,1978,4,0.443,0.976,2,-10.368,1,0.0645,0.0326,2.29e-06,0.0895,0.227,141.652,36,Punk,3.621766666666667,Medium,1970,3
10771,Questions and Answers,Sham 69,1978,4,0.424,0.92,9,-6.795,0,0.0461,0.00155,0.0,0.284,0.776,149.012,16,Punk,3.2771,Low,1970,3
